0.03927345,0.03969675,0.03773545,0.0383419,0.03519895
0.0335612,0.03406,0.03058365,0.0323889,0.029014
0.0281199,0.0286309,0.0244144,0.0269631,0.0233506
0.0232031,0.0236054,0.01896395,0.0220521,0.01837095
0.0187679,0.0192062,0.0144437,0.0175659,0.01404595
0.0148398,0.01530335,0.0107579,0.01380825,0.01040655
0.01138595,0.01184295,0.0078597,0.0105726,0.00756385
0.00857445,0.0089359,0.00554795,0.0078655,0.00534925
0.00626875,0.0065717,0.00381675,0.00571455,0.00378135
0.00439045,0.00469925,0.00254475,0.00401905,0.00265735
0.00297285,0.00324505,0.0016286,0.00275455,0.0018617
0.00193995,0.0021267,0.0010063,0.0018132,0.0012561
0.00120885,0.00134755,0.00062915,0.0011296,0.00081855
0.000689,0.0008137,0.0003505,0.00068845,0.0004843
0.0003881,0.00047175,0.00019315,0.0003949,0.00028235
0.0001954,0.00025285,0.000103,0.00020855,0.00015895
9.51e-05,0.00012595,4.825e-05,0.0001079,8.26e-05
4.16e-05,6.01e-05,2.055e-05,5.35e-05,4.005e-05
1.615e-05,2.47e-05,7.6e-06,2.27e-05,1.575e-05
7.25e-06,1.015e-05,2.75e-06,1.025e-05,9.65e-06
2.1e-06,4.15e-06,6.5e-07,3.85e-06,3.1e-06
